6.035132	7.642653	同行者
8.051462	9.208600	同行者
10.358809	11.301149	同行者
12.444429	13.573851	同行者
15.028935	15.985132	同行者
17.273921	18.181616	同行者
19.200174	20.087082	同行者
21.202646	22.235063	同行者
25.034366	25.969777	同行者
27.113057	27.993036	同行者
29.316469	30.328099	同行者
31.457521	32.323642	同行者
33.875731	34.734923	同行者
36.009854	37.139276	同行者
37.915320	39.238753	嘿同行者
39.897006	40.936351	同行者
41.975696	42.848747	同行者
44.061316	45.156093	同行者
46.285515	47.511943	同行者
48.565146	49.750000	同行者
53.692584	54.801219	同行者
55.501045	56.554248	同行者
57.545091	58.529004	同行者
59.284262	60.316678	同行者
62.180571	63.303064	同行者
64.210759	65.125383	同行者
66.060794	66.899199	同行者
5.976713	6.789269	同行者
9.142214	9.897006	同行者
11.591435	12.369331	同行者
14.044506	14.664513	同行者
16.447514	17.256219	同行者
19.539847	20.256128	同行者
22.031428	22.740007	同行者
24.896553	25.851595	同行者
27.488259	28.273858	同行者
31.346936	32.167194	同行者
34.181253	34.882131	同行者
36.953955	37.731852	同行者
40.700954	41.528914	同行者
43.781734	44.671309	同行者
47.374694	48.271971	同行者
51.237221	52.157604	同行者
53.871288	54.703099	同行者
56.832688	57.660648	同行者
59.755578	60.571985	同行者
62.458962	63.244561	同行者
64.912033	65.651421	同行者
67.665481	68.481887	同行者
70.257187	71.100550	同行者
75.009290	75.825696	同行者
5.688442	9.027310	你好小T
16.864375	19.539847	你好小T
21.656268	22.475528	取消
27.421999	29.045059	你好小T
30.714493	31.982027	你好小T
33.806038	35.228148	你好小T
36.953955	38.288777	你好小T
39.679972	40.483774	取消
48.073515	49.402879	你好小T
51.845199	52.695374	取消
56.003326	57.920084	你好小T
59.002124	60.130538	你好小T
63.175709	64.551447	你好小T
67.735737	69.250594	你好小T
70.842739	72.125730	你好小T
75.510971	77.319525	你好小T
78.772551	80.179203	你好小T
82.745185	84.074549	你好小T
