6.035132	7.642653	同行者
8.051462	9.208600	同行者
10.358809	11.301149	同行者
12.444429	13.573851	同行者
15.028935	15.985132	同行者
17.273921	18.181616	同行者
19.200174	20.087082	同行者
21.202646	22.235063	同行者
25.034366	25.969777	同行者
27.113057	27.993036	同行者
29.316469	30.328099	同行者
31.457521	32.323642	同行者
33.875731	34.734923	同行者
36.009854	37.139276	同行者
37.915320	39.238753	嘿同行者
39.897006	40.936351	同行者
41.975696	42.848747	同行者
44.061316	45.156093	同行者
46.285515	47.511943	同行者
48.565146	49.750000	同行者
53.692584	54.801219	同行者
55.501045	56.554248	同行者
57.545091	58.529004	同行者
59.284262	60.316678	同行者
62.180571	63.303064	同行者
64.210759	65.125383	同行者
66.060794	66.899199	同行者
